,IWM,ENPH,AVTR,MDB,CRL,DVN,CTLT,POOL,TECH,PKI,ZEN,MPWR,AVY,FANG,PLUG,J,VICI,ON,TXG,NVAX,ENTG,NLOK,TXT,NUAN,PTC,MOH,CGNX,FICO,BILL,PHM,AVLR,ELS,CCK,HWM,AAL,XPO,SBNY,FBHS,XTSLA,ALLE,CBOE,BRO,NDSN,IPG,PKG,GGG,MTN,CDAY,FIVN,MASI,CPT,FDS,RH,HST,STLD,GME,LII,MPW,BAH,IRM,TTC,SNA,WSM,CHGG,JKHY,PWR,BKI,FFIV,ZNGA,PNR,AMH,GH,RGEN,CREE,RUN,TPR,AXON,QGEN,RPM,BWA,PENN,TREX,LW,DT,WTRG,MRO,NCLH,LEA,WRB,MOS,CABO,CF,BG,HSIC,DECK,MHK,FND,JAZZ,LPLA,REG,VER,FIVE,DAR,TRGP,FWONK,CSL,JLL,NI,COLD,RE,EWBC,PFPT,OC,HUBB,AZPN,DXC,NRG,NWSA,DOX,NWL,ESTC,GLPI,LAD,ATR,PEN,MKSI,WSO,SYNH,NTRA,Y,SMAR,NBIX,FHN,TPL,LAMR,FRT,WAL,AOS,GL,WU,GWRE,CUBE,CMA,CLF,MIDD,FSLR,UGI,BFAM,RHI,RS,DBX,PNW,AIZ,MANH,OLED,IVZ,SAM,AMED,BLDR,LSI,KIM,G,OHI,GLOB,KSS,NLSN,ACM,VST,SCI,STOR,ARES,ST,CONE,CIEN,BSY,SEE,AGNC,WEX,JNPR,BERY,CBSH,KRC,OGN,EHC,YETI,REXR,ITT,AIRC,APA,VRT,RGA,CG,PLAN,PII,HRC,GNTX,BRKR,NNN,ZION,AGCO,CPRI,ATH,LECO,SITE,VNO,UTHR,ARMK,JBL,OSK,AFG,BYND,KNX,USFD,AMC,NTLA,ARW,DCI,HII,IAA,BC,RGLD,IPGP,VOYA,RNR,PPD,SMG,CHE,PCTY,CROX,TPX,PVH,NYT,MAT,JEF,AA,X,GXO,DKS,USD,CHDN,NTNX,TNDM,XEC,UPST,OPEN,COG,BRKS,XLRN,LSCC,ASAN,TTEK,OVV,RXN,SGMS,BHVN,RBC,CTRA,WOLF,RRX,OLN,BLD,CAR,SAIA,SLAB,SYNA,M,QS,FAF,WH,PBCT,JHG,PSTG,FR,BJ,WSC,THC,EGP,TOL,WMS,MORN,n/a,LITE,ACC,FCNCA,SUM
10/26/2021,43.67,0.34,0.32,0.45,0.3,0.39,0.31,0.28,0.28,0.28,0.23,0.33,0.26,0.28,0.24,0.26,0.26,0.28,0.2,0.14,0.27,0.21,0.24,0.23,0.19,0.25,0.21,0.16,0.34,0.19,0.22,0.22,0.19,0.17,0.18,0.12,0.27,0.19,0.0,0.17,0.2,0.22,0.21,0.21,0.18,0.18,0.2,0.24,0.16,0.2,0.22,0.23,0.17,0.17,0.18,0.16,0.15,0.18,0.16,0.19,0.15,0.16,0.2,0.12,0.19,0.24,0.16,0.18,0.0,0.18,0.16,0.14,0.22,0.0,0.15,0.16,0.17,0.18,0.16,0.16,0.18,0.16,0.12,0.22,0.15,0.19,0.14,0.15,0.16,0.21,0.14,0.18,0.18,0.16,0.15,0.16,0.2,0.12,0.2,0.17,0.17,0.15,0.18,0.18,0.16,0.17,0.19,0.14,0.0,0.16,0.17,0.0,0.13,0.15,0.15,0.13,0.15,0.14,0.15,0.12,0.17,0.16,0.14,0.12,0.14,0.0,0.14,0.13,0.14,0.13,0.12,0.14,0.14,0.0,0.14,0.13,0.18,0.13,0.14,0.0,0.15,0.15,0.17,0.16,0.14,0.16,0.13,0.14,0.18,0.14,0.13,0.0,0.14,0.15,0.0,0.12,0.0,0.0,0.17,0.14,0.19,0.13,0.0,0.18,0.0,0.0,0.13,0.13,0.15,0.12,0.16,0.13,0.15,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.13,0.12,0.0,0.15,0.0,0.0,0.13,0.13,0.0,0.15,0.12,0.0,0.12,0.15,0.12,0.0,0.15,0.12,0.14,0.0,0.12,0.12,0.13,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.13,0.0,0.13,0.0,0.14,0.13,0.0,0.12,0.0,0.0,0.14,0.0,0.0,0.0,0.22,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.11999999999999
10/27/2021,43.67,0.34,0.32,0.45,0.3,0.39,0.31,0.28,0.28,0.28,0.23,0.33,0.26,0.28,0.24,0.26,0.26,0.28,0.2,0.14,0.27,0.21,0.24,0.23,0.19,0.25,0.21,0.16,0.34,0.19,0.22,0.22,0.19,0.17,0.18,0.12,0.27,0.19,0.0,0.17,0.2,0.22,0.21,0.21,0.18,0.18,0.2,0.24,0.16,0.2,0.22,0.23,0.17,0.17,0.18,0.16,0.15,0.18,0.16,0.19,0.15,0.16,0.2,0.12,0.19,0.24,0.16,0.18,0.0,0.18,0.16,0.14,0.22,0.0,0.15,0.16,0.17,0.18,0.16,0.16,0.18,0.16,0.12,0.22,0.15,0.19,0.14,0.15,0.16,0.21,0.14,0.18,0.18,0.16,0.15,0.16,0.2,0.12,0.2,0.17,0.17,0.15,0.18,0.18,0.16,0.17,0.19,0.14,0.0,0.16,0.17,0.0,0.13,0.15,0.15,0.13,0.15,0.14,0.15,0.12,0.17,0.16,0.14,0.12,0.14,0.0,0.14,0.13,0.14,0.13,0.12,0.14,0.14,0.0,0.14,0.13,0.18,0.13,0.14,0.0,0.15,0.15,0.17,0.16,0.14,0.16,0.13,0.14,0.18,0.14,0.13,0.0,0.14,0.15,0.0,0.12,0.0,0.0,0.17,0.14,0.19,0.13,0.0,0.18,0.0,0.0,0.13,0.13,0.15,0.12,0.16,0.13,0.15,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.13,0.12,0.0,0.15,0.0,0.0,0.13,0.13,0.0,0.15,0.12,0.0,0.12,0.15,0.12,0.0,0.15,0.12,0.14,0.0,0.12,0.12,0.13,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.13,0.0,0.13,0.0,0.14,0.13,0.0,0.12,0.0,0.0,0.14,0.0,0.0,0.0,0.22,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.11999999999999
10/28/2021,43.8,0.34,0.32,0.46,0.3,0.39,0.3,0.28,0.28,0.28,0.23,0.34,0.26,0.28,0.26,0.26,0.25,0.28,0.2,0.14,0.26,0.21,0.24,0.22,0.19,0.25,0.21,0.16,0.34,0.19,0.22,0.21,0.18,0.17,0.18,0.12,0.27,0.19,0.0,0.17,0.2,0.22,0.21,0.2,0.18,0.18,0.2,0.24,0.15,0.21,0.22,0.23,0.16,0.17,0.19,0.16,0.15,0.17,0.16,0.19,0.16,0.16,0.2,0.12,0.18,0.24,0.16,0.18,0.0,0.18,0.16,0.15,0.22,0.0,0.15,0.16,0.17,0.18,0.16,0.16,0.18,0.16,0.12,0.22,0.15,0.19,0.14,0.14,0.16,0.21,0.14,0.18,0.17,0.15,0.15,0.16,0.2,0.12,0.2,0.17,0.17,0.16,0.18,0.18,0.16,0.17,0.19,0.14,0.0,0.16,0.17,0.0,0.13,0.15,0.15,0.12,0.15,0.14,0.15,0.12,0.17,0.16,0.14,0.12,0.13,0.0,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.0,0.14,0.13,0.17,0.13,0.13,0.0,0.15,0.15,0.17,0.17,0.14,0.17,0.13,0.14,0.18,0.14,0.14,0.0,0.14,0.15,0.0,0.12,0.0,0.0,0.18,0.14,0.19,0.13,0.0,0.18,0.0,0.0,0.14,0.13,0.15,0.12,0.17,0.13,0.14,0.0,0.0,0.13,0.12,0.13,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.13,0.12,0.0,0.15,0.0,0.12,0.13,0.13,0.0,0.15,0.12,0.0,0.12,0.15,0.12,0.0,0.15,0.12,0.14,0.0,0.12,0.12,0.13,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.12,0.0,0.13,0.0,0.14,0.14,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.0,0.23,0.16,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.15,0.15,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.19999999999999
10/29/2021,43.76,0.33,0.32,0.45,0.31,0.4,0.31,0.28,0.29,0.29,0.21,0.34,0.25,0.29,0.25,0.26,0.26,0.28,0.2,0.14,0.26,0.21,0.24,0.23,0.19,0.25,0.21,0.16,0.33,0.18,0.22,0.21,0.18,0.17,0.18,0.12,0.26,0.19,0.0,0.17,0.2,0.22,0.21,0.21,0.18,0.18,0.2,0.24,0.16,0.21,0.22,0.24,0.16,0.17,0.19,0.17,0.15,0.18,0.16,0.19,0.15,0.16,0.2,0.12,0.19,0.24,0.16,0.18,0.0,0.18,0.17,0.15,0.22,0.0,0.15,0.16,0.17,0.18,0.16,0.15,0.18,0.16,0.12,0.22,0.15,0.19,0.14,0.14,0.16,0.21,0.14,0.18,0.17,0.15,0.15,0.16,0.2,0.12,0.2,0.17,0.17,0.15,0.18,0.18,0.16,0.17,0.19,0.14,0.0,0.16,0.17,0.0,0.13,0.15,0.15,0.12,0.14,0.13,0.15,0.12,0.17,0.16,0.14,0.12,0.13,0.0,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.0,0.14,0.13,0.17,0.13,0.13,0.0,0.15,0.16,0.17,0.17,0.14,0.17,0.13,0.14,0.18,0.14,0.13,0.0,0.14,0.16,0.0,0.12,0.0,0.0,0.17,0.14,0.2,0.13,0.0,0.18,0.0,0.0,0.14,0.14,0.15,0.12,0.17,0.13,0.15,0.12,0.0,0.13,0.13,0.12,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.13,0.12,0.12,0.15,0.0,0.12,0.13,0.13,0.0,0.15,0.12,0.0,0.12,0.15,0.0,0.0,0.15,0.12,0.14,0.0,0.12,0.12,0.13,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.12,0.0,0.13,0.0,0.14,0.13,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.0,0.21,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.16,0.15,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.17
11/01/2021,43.75,0.43,0.32,0.45,0.31,0.39,0.32,0.28,0.29,0.29,0.2,0.36,0.26,0.28,0.27,0.26,0.25,0.29,0.2,0.16,0.27,0.21,0.24,0.23,0.19,0.25,0.21,0.16,0.33,0.18,0.22,0.21,0.19,0.17,0.18,0.12,0.26,0.2,0.0,0.17,0.2,0.21,0.21,0.21,0.19,0.18,0.2,0.23,0.15,0.21,0.23,0.24,0.16,0.17,0.18,0.17,0.14,0.19,0.15,0.19,0.15,0.16,0.2,0.12,0.17,0.24,0.15,0.19,0.0,0.18,0.17,0.15,0.23,0.0,0.16,0.16,0.16,0.18,0.16,0.16,0.17,0.18,0.12,0.21,0.15,0.19,0.14,0.15,0.16,0.21,0.14,0.18,0.18,0.15,0.15,0.16,0.2,0.0,0.2,0.17,0.17,0.15,0.2,0.18,0.16,0.17,0.19,0.14,0.0,0.15,0.16,0.0,0.14,0.15,0.15,0.12,0.14,0.13,0.14,0.12,0.17,0.16,0.13,0.12,0.14,0.0,0.14,0.13,0.14,0.13,0.12,0.14,0.14,0.0,0.14,0.13,0.17,0.14,0.13,0.0,0.15,0.16,0.17,0.16,0.14,0.18,0.13,0.14,0.18,0.13,0.13,0.0,0.14,0.17,0.0,0.12,0.0,0.0,0.17,0.15,0.19,0.13,0.0,0.18,0.0,0.0,0.14,0.14,0.16,0.12,0.17,0.12,0.15,0.12,0.12,0.13,0.12,0.0,0.14,0.13,0.0,0.0,0.13,0.0,0.12,0.14,0.12,0.12,0.15,0.0,0.12,0.13,0.13,0.0,0.15,0.12,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.15,0.0,0.12,0.12,0.12,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.12,0.0,0.13,0.0,0.14,0.12,0.0,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.21,0.16,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.15,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4
11/02/2021,43.88,0.44,0.34,0.47,0.32,0.39,0.32,0.29,0.29,0.29,0.17,0.34,0.26,0.28,0.28,0.26,0.25,0.29,0.19,0.16,0.27,0.2,0.24,0.23,0.19,0.25,0.22,0.16,0.34,0.18,0.22,0.21,0.19,0.17,0.18,0.12,0.26,0.2,0.12,0.17,0.2,0.21,0.21,0.21,0.19,0.18,0.2,0.23,0.15,0.2,0.23,0.24,0.16,0.17,0.19,0.17,0.14,0.18,0.17,0.19,0.15,0.16,0.2,0.12,0.18,0.24,0.15,0.18,0.0,0.18,0.17,0.15,0.23,0.0,0.17,0.16,0.17,0.18,0.16,0.16,0.17,0.18,0.12,0.21,0.15,0.19,0.14,0.15,0.16,0.21,0.13,0.18,0.18,0.16,0.16,0.14,0.2,0.0,0.19,0.17,0.0,0.16,0.2,0.18,0.16,0.17,0.19,0.14,0.0,0.15,0.16,0.0,0.14,0.16,0.15,0.12,0.14,0.13,0.15,0.13,0.17,0.15,0.14,0.0,0.13,0.12,0.14,0.14,0.14,0.13,0.12,0.14,0.13,0.0,0.14,0.13,0.17,0.14,0.13,0.0,0.15,0.16,0.16,0.16,0.15,0.18,0.13,0.15,0.18,0.13,0.13,0.0,0.14,0.17,0.0,0.12,0.0,0.0,0.17,0.15,0.19,0.13,0.0,0.19,0.0,0.0,0.13,0.14,0.16,0.12,0.17,0.12,0.15,0.12,0.12,0.13,0.12,0.0,0.14,0.13,0.0,0.0,0.13,0.0,0.12,0.13,0.12,0.12,0.14,0.0,0.0,0.13,0.13,0.0,0.15,0.12,0.12,0.0,0.15,0.0,0.0,0.15,0.12,0.15,0.0,0.12,0.12,0.12,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.13,0.0,0.14,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.21,0.15,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.15,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.52000000000001
11/03/2021,43.88,0.44,0.34,0.47,0.32,0.39,0.32,0.29,0.29,0.29,0.17,0.34,0.26,0.28,0.28,0.26,0.25,0.29,0.19,0.16,0.27,0.2,0.24,0.23,0.19,0.25,0.22,0.16,0.34,0.18,0.22,0.21,0.19,0.17,0.18,0.12,0.26,0.2,0.12,0.17,0.2,0.21,0.21,0.21,0.19,0.18,0.2,0.23,0.15,0.2,0.23,0.24,0.16,0.17,0.19,0.17,0.14,0.18,0.17,0.19,0.15,0.16,0.2,0.12,0.18,0.24,0.15,0.18,0.0,0.18,0.17,0.15,0.23,0.0,0.17,0.16,0.17,0.18,0.16,0.16,0.17,0.18,0.12,0.21,0.15,0.19,0.14,0.15,0.16,0.21,0.13,0.18,0.18,0.16,0.16,0.14,0.2,0.0,0.19,0.17,0.0,0.16,0.2,0.18,0.16,0.17,0.19,0.14,0.0,0.15,0.16,0.0,0.14,0.16,0.15,0.12,0.14,0.13,0.15,0.13,0.17,0.15,0.14,0.0,0.13,0.12,0.14,0.14,0.14,0.13,0.12,0.14,0.13,0.0,0.14,0.13,0.17,0.14,0.13,0.0,0.15,0.16,0.16,0.16,0.15,0.18,0.13,0.15,0.18,0.13,0.13,0.0,0.14,0.17,0.0,0.12,0.0,0.0,0.17,0.15,0.19,0.13,0.0,0.19,0.0,0.0,0.13,0.14,0.16,0.12,0.17,0.12,0.15,0.12,0.12,0.13,0.12,0.0,0.14,0.13,0.0,0.0,0.13,0.0,0.12,0.13,0.12,0.12,0.14,0.0,0.0,0.13,0.13,0.0,0.15,0.12,0.12,0.0,0.15,0.0,0.0,0.15,0.12,0.15,0.0,0.12,0.12,0.12,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.13,0.0,0.14,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.21,0.15,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.15,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.52000000000001
11/04/2021,44.08,0.45,0.33,0.44,0.31,0.4,0.32,0.28,0.29,0.28,0.17,0.34,0.26,0.29,0.3,0.26,0.25,0.33,0.19,0.18,0.27,0.2,0.24,0.22,0.19,0.24,0.21,0.16,0.34,0.18,0.22,0.21,0.19,0.17,0.18,0.12,0.26,0.2,0.12,0.17,0.2,0.21,0.21,0.2,0.18,0.18,0.2,0.23,0.15,0.2,0.22,0.23,0.16,0.17,0.18,0.18,0.14,0.18,0.17,0.19,0.15,0.16,0.2,0.13,0.17,0.24,0.15,0.18,0.0,0.17,0.16,0.15,0.24,0.0,0.16,0.16,0.17,0.18,0.16,0.16,0.17,0.18,0.12,0.21,0.15,0.19,0.14,0.15,0.16,0.2,0.13,0.17,0.18,0.15,0.16,0.15,0.2,0.0,0.19,0.17,0.0,0.16,0.2,0.18,0.16,0.16,0.18,0.14,0.0,0.15,0.16,0.0,0.14,0.15,0.15,0.12,0.14,0.13,0.14,0.13,0.17,0.16,0.14,0.0,0.13,0.12,0.14,0.14,0.14,0.13,0.12,0.14,0.13,0.0,0.14,0.13,0.17,0.14,0.13,0.0,0.14,0.16,0.17,0.15,0.15,0.18,0.13,0.15,0.18,0.13,0.13,0.0,0.13,0.16,0.0,0.13,0.0,0.0,0.17,0.15,0.19,0.13,0.0,0.18,0.0,0.0,0.13,0.14,0.16,0.12,0.16,0.12,0.15,0.12,0.0,0.13,0.12,0.0,0.14,0.13,0.0,0.0,0.13,0.0,0.12,0.13,0.12,0.12,0.15,0.0,0.12,0.13,0.13,0.0,0.15,0.12,0.12,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.12,0.12,0.12,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.13,0.0,0.13,0.12,0.0,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.22,0.16,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.21,0.14,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.58
11/05/2021,44.18,0.44,0.33,0.46,0.3,0.4,0.31,0.28,0.28,0.28,0.18,0.34,0.25,0.29,0.3,0.26,0.25,0.34,0.19,0.2,0.28,0.2,0.24,0.22,0.19,0.24,0.22,0.15,0.33,0.18,0.22,0.21,0.19,0.17,0.18,0.12,0.26,0.2,0.0,0.17,0.2,0.21,0.21,0.2,0.18,0.18,0.2,0.24,0.15,0.21,0.22,0.23,0.16,0.17,0.17,0.19,0.14,0.18,0.17,0.19,0.15,0.16,0.21,0.0,0.17,0.24,0.15,0.19,0.0,0.17,0.16,0.15,0.23,0.0,0.16,0.16,0.17,0.18,0.16,0.16,0.17,0.18,0.12,0.21,0.15,0.19,0.14,0.15,0.16,0.18,0.13,0.17,0.18,0.16,0.15,0.14,0.2,0.0,0.19,0.17,0.0,0.16,0.19,0.18,0.16,0.17,0.18,0.14,0.0,0.15,0.16,0.0,0.14,0.16,0.15,0.12,0.14,0.13,0.14,0.13,0.17,0.15,0.14,0.12,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.0,0.14,0.14,0.17,0.15,0.13,0.0,0.15,0.16,0.17,0.15,0.15,0.18,0.13,0.15,0.18,0.13,0.13,0.0,0.13,0.17,0.0,0.12,0.0,0.0,0.17,0.15,0.19,0.13,0.0,0.19,0.12,0.0,0.13,0.13,0.16,0.12,0.17,0.13,0.15,0.13,0.0,0.13,0.12,0.0,0.14,0.13,0.0,0.0,0.13,0.0,0.12,0.13,0.12,0.12,0.15,0.0,0.0,0.13,0.13,0.0,0.15,0.12,0.12,0.0,0.14,0.0,0.12,0.14,0.12,0.15,0.0,0.12,0.12,0.13,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.13,0.0,0.14,0.12,0.0,0.13,0.0,0.0,0.12,0.0,0.12,0.0,0.22,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.21,0.15,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.7
11/08/2021,44.51,0.45,0.32,0.47,0.27,0.4,0.29,0.29,0.27,0.27,0.17,0.34,0.25,0.29,0.29,0.26,0.24,0.36,0.21,0.19,0.28,0.19,0.24,0.22,0.18,0.24,0.22,0.15,0.33,0.18,0.22,0.21,0.19,0.17,0.18,0.0,0.27,0.2,0.0,0.17,0.2,0.2,0.21,0.2,0.18,0.18,0.2,0.22,0.14,0.21,0.22,0.24,0.16,0.18,0.17,0.2,0.14,0.17,0.16,0.19,0.15,0.16,0.22,0.0,0.16,0.22,0.15,0.19,0.0,0.17,0.16,0.14,0.21,0.0,0.16,0.16,0.17,0.18,0.16,0.16,0.13,0.18,0.11,0.21,0.15,0.18,0.14,0.15,0.15,0.19,0.13,0.18,0.18,0.16,0.16,0.14,0.2,0.0,0.19,0.18,0.0,0.16,0.19,0.18,0.16,0.17,0.19,0.14,0.0,0.15,0.16,0.0,0.14,0.15,0.15,0.12,0.12,0.13,0.14,0.13,0.17,0.15,0.14,0.12,0.14,0.12,0.14,0.15,0.13,0.12,0.12,0.12,0.13,0.0,0.14,0.14,0.17,0.14,0.13,0.0,0.15,0.16,0.16,0.14,0.14,0.17,0.13,0.12,0.18,0.14,0.13,0.0,0.14,0.16,0.0,0.12,0.0,0.0,0.19,0.15,0.19,0.13,0.0,0.19,0.12,0.0,0.13,0.13,0.16,0.12,0.17,0.13,0.14,0.13,0.12,0.13,0.12,0.0,0.14,0.13,0.0,0.0,0.13,0.0,0.13,0.13,0.12,0.11,0.15,0.0,0.0,0.13,0.13,0.0,0.14,0.12,0.12,0.0,0.14,0.0,0.14,0.14,0.0,0.15,0.0,0.12,0.12,0.13,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.2,0.15,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.22,0.16,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.81
11/09/2021,44.7,0.44,0.31,0.48,0.26,0.41,0.28,0.28,0.27,0.26,0.17,0.34,0.26,0.29,0.27,0.26,0.24,0.35,0.21,0.16,0.27,0.19,0.24,0.22,0.18,0.24,0.19,0.14,0.37,0.18,0.2,0.2,0.19,0.18,0.19,0.0,0.26,0.2,0.0,0.16,0.2,0.2,0.21,0.2,0.18,0.18,0.21,0.22,0.14,0.19,0.22,0.24,0.16,0.18,0.18,0.19,0.14,0.17,0.16,0.19,0.15,0.16,0.22,0.0,0.16,0.23,0.15,0.19,0.0,0.17,0.16,0.14,0.2,0.0,0.16,0.16,0.16,0.17,0.16,0.16,0.14,0.18,0.12,0.21,0.15,0.19,0.15,0.15,0.15,0.18,0.13,0.18,0.18,0.16,0.16,0.14,0.19,0.0,0.19,0.18,0.0,0.16,0.19,0.18,0.16,0.17,0.19,0.14,0.0,0.15,0.16,0.0,0.14,0.15,0.15,0.12,0.12,0.13,0.14,0.13,0.16,0.15,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.0,0.15,0.14,0.16,0.14,0.13,0.0,0.15,0.15,0.16,0.14,0.14,0.17,0.13,0.13,0.18,0.14,0.12,0.0,0.13,0.16,0.0,0.12,0.0,0.0,0.19,0.14,0.2,0.13,0.0,0.19,0.13,0.0,0.13,0.14,0.15,0.12,0.16,0.13,0.14,0.13,0.0,0.13,0.12,0.0,0.14,0.13,0.0,0.0,0.13,0.0,0.13,0.13,0.12,0.12,0.16,0.0,0.0,0.13,0.12,0.0,0.14,0.12,0.12,0.0,0.14,0.0,0.13,0.14,0.11,0.15,0.0,0.12,0.12,0.13,0.0,0.13,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.12,0.11,0.0,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.21,0.14,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.22,0.15,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.74999999999999
